botName,type,description,symbol,status,quantity,daysInTrade,openPrice,closePrice,premium,pnl,ror,returnPct,risk,ev,alpha,highReturnPct,lowReturnPct,highReturnPctDate,lowReturnPctDate,expiration,openDate,closeDate,tags,underlyingOpen,underlyingClose
"Tasty Condor","ironcondor","+675 put, -690 put, -772 call, +787 call","SPY","expired",1,69,4.05,0,-405,405,0.369863,1,1095,"135.854092","0.124068","0.92592593","-0.4691358","2026-07-02 15:50:00","2026-06-02 11:23:00","2026-07-17 16:00:00","2026-05-19 10:00:02","2026-07-27 15:25:42","",735.33,739.36
"Trendy-Paper-v1","shortputspread","-728 put, +718 put","SPY","expired",1,11,0.62,0,-62,62,0.066098,1,938,"-59.02996","-0.062932","0.08064516","-0.98387097","2026-07-02 11:01:00","2026-07-02 13:59:00","2026-07-13 16:00:00","2026-07-02 10:45:02","2026-07-13 16:02:48",,746.77,749.17
"Nigiri-Paper-v1","shortputspread","-719 put, +714 put","SPY","expired",10,11,0.08,0,-80,80,0.01626,1,4920,"-4.2349","-0.008625","0","-3","2026-07-02 09:53:00","2026-07-02 13:59:00","2026-07-10 16:00:00","2026-07-02 09:45:24","2026-07-13 16:02:48","",749.96,749.17
"3DTE $140-$350","ironcondor","+7,205 put, -7,215 put, -7,700 call, +7,710 call","SPX","expired",1,11,0.3,0,-30,30,0.030928,1,970,"-59.782124","-0.061504","0.5","-0.76666667","2026-07-02 15:55:00","2026-07-02 13:59:00","2026-07-08 16:00:00","2026-07-02 12:45:03","2026-07-13 16:02:48","240",7459.11,7515.81
"3DTE $140-$350","ironcondor","+7,220 put, -7,230 put, -7,720 call, +7,730 call","SPX","expired",1,7,0.35,0,-35,35,0.036269,1,965,"-55.200624","-0.057025","1","-0.28571429","2026-07-02 09:41:00","2026-06-30 10:49:00","2026-07-06 16:00:00","2026-06-30 10:05:03","2026-07-06 23:48:45","240",7472.4,7537.43
"3DTE $140-$350","ironcondor","+7,245 put, -7,255 put, -7,720 call, +7,730 call","SPX","expired",1,6,0.2,0,-20,20,0.020408,1,980,"-60.083094","-0.061309","1","-0.25","2026-07-02 10:07:00","2026-07-01 10:46:00","2026-07-06 16:00:00","2026-07-01 10:10:02","2026-07-06 23:48:45","230",7488.56,7537.43
"IC-SPX-FastPT25-S2","shortcallspread","-7,500 call, +7,505 call","SPX","expired",10,0,0.1,0,-100,100,0.020408,1,4900,"9.0284","0.018425","1","-0.5","2026-07-02 13:48:00","2026-07-02 13:17:00","2026-07-02 16:00:00","2026-07-02 13:02:03","2026-07-02 16:15:00","call side",7442.87,7483.24
"IC-SPX-Fortress-Unstopped","shortcallspread","-7,500 call, +7,505 call","SPX","expired",10,0,0.1,0,-100,100,0.020408,1,4900,"9.58835","0.019568","1","-0.5","2026-07-02 13:48:00","2026-07-02 14:41:00","2026-07-02 16:00:00","2026-07-02 13:31:02","2026-07-02 16:15:00","call side",7442.98,7483.24
"IC-SPX-Fortress-Unstopped","shortputspread","-7,385 put, +7,380 put","SPX","expired",10,0,0.15,0,-150,150,0.030928,1,4850,"14.69024","0.030289","1","-0.66666667","2026-07-02 14:13:00","2026-07-02 13:48:00","2026-07-02 16:00:00","2026-07-02 13:31:00","2026-07-02 16:15:00","put side",7443.1,7483.24
"IC-SPX-FastPT25-S2","shortputspread","-7,385 put, +7,380 put","SPX","expired",10,0,0.2,0,-200,200,0.041667,1,4800,"19.17308","0.039944","1","-1.25","2026-07-02 14:13:00","2026-07-02 13:05:00","2026-07-02 16:00:00","2026-07-02 13:02:02","2026-07-02 16:15:00","put side",7442.69,7483.24
"IC-SPX-Fortress-Defang","shortputspread","-7,385 put, +7,380 put","SPX","closed",10,0,0.15,0.05,-150,100,0.020619,0.666667,4850,"14.69024","0.030289","1","-0.66666667","2026-07-02 14:13:00","2026-07-02 13:48:00","2026-07-02 16:00:00","2026-07-02 13:31:00","2026-07-02 15:25:03","put side",7443.1,7443.16
"IC-SPX-Fortress-Defang","shortcallspread","-7,500 call, +7,505 call","SPX","closed",10,0,0.1,0.05,-100,50,0.010204,0.5,4900,"9.58835","0.019568","1","-0.5","2026-07-02 13:48:00","2026-07-02 14:41:00","2026-07-02 16:00:00","2026-07-02 13:31:02","2026-07-02 15:24:03","call side",7442.98,7443.91
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,395 put, +7,390 put","SPX","closed",11,0,0.5,0.35,-550,165,0.033333,0.3,4950,"40.60783","0.09024","0.3","0","2026-07-02 14:01:00","2026-07-02 13:59:03","2026-07-02 16:00:00","2026-07-02 13:59:03","2026-07-02 14:01:00","put side",7427.65,7432.09
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,395 put, +7,390 put","SPX","closed",10,0,0.3,0.5,-300,-200,-0.042553,-0.666667,4700,"24.06359","0.050874","0.16666667","-0.5","2026-07-02 13:55:00","2026-07-02 13:48:00","2026-07-02 16:00:00","2026-07-02 13:45:07","2026-07-02 13:59:01","put side",7437.49,7427.94
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,475 call, +7,480 call","SPX","closed",10,0,0.2,0.1,-200,100,0.020833,0.5,4800,"16.55589","0.034491","0.5","-0.15","2026-07-02 13:59:00","2026-07-02 13:50:00","2026-07-02 16:00:00","2026-07-02 13:47:03","2026-07-02 13:59:00","call side",7433.6,7427.91
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,470 call, +7,475 call","SPX","closed",10,0,0.45,0.3,-450,150,0.032967,0.333333,4550,"31.28141","0.06875","0.33333333","0","2026-07-02 13:47:00","2026-07-02 13:45:09","2026-07-02 16:00:00","2026-07-02 13:45:08","2026-07-02 13:47:00","call side",7438.04,7433.77
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,475 call, +7,480 call","SPX","closed",10,0,0.3,0.3,-300,0,0,0,4700,"25.54457","0.05435","0.16666667","-0.16666667","2026-07-02 13:41:00","2026-07-02 13:42:00","2026-07-02 16:00:00","2026-07-02 13:40:03","2026-07-02 13:45:05","call side",7434.18,7437.37
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,395 put, +7,390 put","SPX","closed",10,0,0.35,0.25,-350,100,0.021505,0.285714,4650,"29.52904","0.063503","0.28571429","0","2026-07-02 13:45:00","2026-07-02 13:41:00","2026-07-02 16:00:00","2026-07-02 13:40:03","2026-07-02 13:45:00","put side",7434.18,7437.46
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,400 put, +7,395 put","SPX","closed",10,0,0.4,0.55,-400,-150,-0.032609,-0.375,4600,"32.3496","0.070325","0","-0.125","2026-07-02 13:37:02","2026-07-02 13:39:00","2026-07-02 16:00:00","2026-07-02 13:37:02","2026-07-02 13:40:02","put side",7437.25,7434.07
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,480 call, +7,485 call","SPX","closed",10,0,0.25,0.15,-250,100,0.021053,0.4,4750,"21.26652","0.044772","0.4","0","2026-07-02 13:40:00","2026-07-02 13:37:03","2026-07-02 16:00:00","2026-07-02 13:37:03","2026-07-02 13:40:00","call side",7437.5,7434.13
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,400 put, +7,395 put","SPX","closed",10,0,0.3,0.45,-300,-150,-0.031915,-0.5,4700,"26.21451","0.055776","0.1","-0.4","2026-07-02 13:33:00","2026-07-02 13:37:00","2026-07-02 16:00:00","2026-07-02 13:31:00","2026-07-02 13:37:02","put side",7443.1,7437.5
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,480 call, +7,485 call","SPX","closed",10,0,0.35,0.25,-350,100,0.021505,0.285714,4650,"25.92214","0.055747","0.28571429","-0.14285714","2026-07-02 13:37:00","2026-07-02 13:33:00","2026-07-02 16:00:00","2026-07-02 13:31:02","2026-07-02 13:37:00","call side",7442.98,7437.21
"IC-SPX-FastPT25-S2","shortcallspread","-7,560 call, +7,565 call","SPX","closed",10,0,0.15,0.05,-150,100,0.020619,0.666667,4850,"7.57256","0.015614","1","0","2026-07-02 11:30:00","2026-07-02 11:01:02","2026-07-02 16:00:00","2026-07-02 11:01:02","2026-07-02 13:02:01","call side",7503.9,7442.69
"IC-SPX-FastPT25-S2","shortputspread","-7,445 put, +7,440 put","SPX","closed",10,0,0.35,2.3,-350,-1950,-0.419355,-5.571429,4650,"29.07688","0.062531","0","-5.57142857","2026-07-02 11:01:00","2026-07-02 13:02:00","2026-07-02 16:00:00","2026-07-02 11:01:00","2026-07-02 13:02:00","put side",7502.99,7442.66
"DIR-SPX-Put-Control","longputspread","+7,505 put, -7,490 put","SPX","closed",1,0,5.55,11.1,555,555,1,1,555,"46.19057","0.083226","1","0","2026-07-02 11:51:00","2026-07-02 11:00:03","2026-07-02 16:00:00","2026-07-02 11:00:03","2026-07-02 11:51:00",,7504.33,7473.08
"DIR-SPX-CallVIXdrop","longcallspread","+7,505 call, -7,520 call","SPX","closed",1,0,6.9,2.9,690,-400,-0.57971,-0.57971,690,"-117.04625","-0.169632","0.03623188","-0.58405797","2026-07-02 11:00:03","2026-07-02 11:08:00","2026-07-02 16:00:00","2026-07-02 11:00:03","2026-07-02 11:08:01",,7504.33,7470.23
"Nigiri-Paper-v1","shortputspread","-720 put, +715 put","SPY","closed",10,1,0.11,0.02,-110,90,0.018405,0.818182,4890,"-3.91154","-0.008015","0.90909091","0","2026-07-02 09:33:00","2026-07-01 09:45:28","2026-07-06 16:00:00","2026-07-01 09:45:28","2026-07-02 09:45:12","",743.25,749.94
"Nigiri-Paper-v1","shortputspread","-720 put, +715 put","SPY","closed",10,1,0.11,0.02,-110,90,0.018405,0.818182,4890,"-3.91154","-0.008015","0.90909091","0","2026-07-02 09:33:00","2026-07-01 09:45:28","2026-07-06 16:00:00","2026-07-01 09:45:28","2026-07-02 09:45:12","",743.25,749.96
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,475 put, +7,470 put","SPX","closed",10,0,0.15,0.25,-150,-100,-0.020619,-0.666667,4850,"-2.45345","-0.005059","0","-0.66666667","2026-07-01 14:01:00","2026-07-01 13:58:00","2026-07-01 16:00:00","2026-07-01 13:54:04","2026-07-01 14:01:02","put side",7504.37,7502.36
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,475 put, +7,470 put","SPX","closed",10,0,0.25,0.15,-250,100,0.021053,0.4,4750,"-1.43873","-0.003029","0.4","0","2026-07-01 14:01:00","2026-07-01 13:45:09","2026-07-01 16:00:00","2026-07-01 13:45:09","2026-07-01 14:01:00","put side",7501.91,7502.52
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,520 call, +7,525 call","SPX","closed",10,0,0.45,0.3,-450,150,0.032967,0.333333,4550,"-30.1143","-0.066185","0.33333333","0","2026-07-01 13:58:00","2026-07-01 13:54:05","2026-07-01 16:00:00","2026-07-01 13:54:05","2026-07-01 13:58:00","call side",7504.24,7500.46
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,525 call, +7,530 call","SPX","closed",10,0,0.2,0.3,-200,-100,-0.020833,-0.5,4800,"-20.89826","-0.043538","0","-0.5","2026-07-01 13:45:10","2026-07-01 13:54:00","2026-07-01 16:00:00","2026-07-01 13:45:10","2026-07-01 13:54:03","call side",7502.08,7504.1
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,480 put, +7,475 put","SPX","closed",10,0,0.2,0.35,-200,-150,-0.03125,-0.75,4800,"-11.23276","-0.023402","0","-0.65","2026-07-01 13:42:04","2026-07-01 13:45:00","2026-07-01 16:00:00","2026-07-01 13:42:04","2026-07-01 13:45:07","put side",7505.73,7501.96
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,525 call, +7,530 call","SPX","closed",10,0,0.35,0.25,-350,100,0.021505,0.285714,4650,"-24.28748","-0.052231","0.28571429","0","2026-07-01 13:45:00","2026-07-01 13:42:05","2026-07-01 16:00:00","2026-07-01 13:42:05","2026-07-01 13:45:01","call side",7505.68,7502.38
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,480 put, +7,475 put","SPX","closed",10,0,0.25,0.25,-250,0,0,0,4750,"-10.49117","-0.022087","0.2","0","2026-07-01 13:39:00","2026-07-01 13:33:04","2026-07-01 16:00:00","2026-07-01 13:33:03","2026-07-01 13:42:03","put side",7505.38,7505.73
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,530 call, +7,535 call","SPX","closed",10,0,0.2,0.15,-200,50,0.010417,0.25,4800,"-18.58222","-0.038713","0.25","-0.25","2026-07-01 13:42:00","2026-07-01 13:34:00","2026-07-01 16:00:00","2026-07-01 13:33:04","2026-07-01 13:42:00","call side",7505.36,7505.63
"IC-SPX-Fortress-Defang","shortputspread","-7,450 put, +7,445 put","SPX","closed",10,0,0.1,0.1,-100,0,0,0,4900,"7.43166","0.015105","0.5","0.2","2026-07-01 13:34:00","2026-07-01 13:33:01","2026-07-01 16:00:00","2026-07-01 13:33:00","2026-07-01 13:35:03","put side",7505.35,7505.57
"IC-SPX-Fortress-Unstopped","shortputspread","-7,450 put, +7,445 put","SPX","closed",10,0,0.1,0.1,-100,0,0,0,4900,"7.43166","0.015105","0.5","0.2","2026-07-01 13:34:00","2026-07-01 13:33:01","2026-07-01 16:00:00","2026-07-01 13:33:00","2026-07-01 13:35:03","put side",7505.35,7505.57
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,480 put, +7,475 put","SPX","closed",10,0,0.2,0.3,-200,-100,-0.020833,-0.5,4800,"-5.65585","-0.011783","0","-0.25","2026-07-01 13:31:01","2026-07-01 13:33:00","2026-07-01 16:00:00","2026-07-01 13:31:00","2026-07-01 13:33:02","put side",7508.71,7505.4
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,530 call, +7,535 call","SPX","closed",10,0,0.3,0.2,-300,100,0.021277,0.333333,4700,"-22.9","-0.048723","0.33333333","0","2026-07-01 13:33:00","2026-07-01 13:31:02","2026-07-01 16:00:00","2026-07-01 13:31:02","2026-07-01 13:33:00","call side",7508.53,7505.35
"DIR-SPX-Put-Control","longputspread","+7,495 put, -7,480 put","SPX","closed",1,0,4.6,1.1,460,-350,-0.76087,-0.76087,460,"97.2332","0.211377","0","-0.76086957","2026-07-01 11:00:02","2026-07-01 12:03:00","2026-07-01 16:00:00","2026-07-01 11:00:02","2026-07-01 12:03:00",,7496.48,7517.64
"IC-SPX-FastPT25-S2","shortputspread","-7,460 put, +7,455 put","SPX","closed",10,0,0.1,0.15,-100,-50,-0.010204,-0.5,4900,"4.67644","0.009544","0.5","0","2026-07-01 11:29:00","2026-07-01 11:27:03","2026-07-01 16:00:00","2026-07-01 11:27:02","2026-07-01 11:30:02","put side",7516.97,7520.84
"IC-SPX-FastPT25-S2","shortputspread","-7,460 put, +7,455 put","SPX","closed",10,0,0.1,0.15,-100,-50,-0.010204,-0.5,4900,"4.66391","0.009518","0","0","2026-07-01 11:24:04","2026-07-01 11:24:04","2026-07-01 16:00:00","2026-07-01 11:24:04","2026-07-01 11:27:01","put side",7517.27,7516.97
"IC-SPX-FastPT25-S2","shortputspread","-7,460 put, +7,455 put","SPX","closed",10,0,0.15,0.2,-150,-50,-0.010309,-0.333333,4850,"8.61262","0.017758","0.33333333","0","2026-07-01 11:24:00","2026-07-01 11:21:04","2026-07-01 16:00:00","2026-07-01 11:21:04","2026-07-01 11:24:03","put side",7515.79,7517.35
"IC-SPX-FastPT25-S2","shortputspread","-7,455 put, +7,450 put","SPX","closed",10,0,0.15,0.15,-150,0,0,0,4850,"9.01774","0.018593","0.33333333","0","2026-07-01 11:21:00","2026-07-01 11:18:04","2026-07-01 16:00:00","2026-07-01 11:18:03","2026-07-01 11:21:03","put side",7511.73,7515.86
"IC-SPX-FastPT25-S2","shortputspread","-7,455 put, +7,450 put","SPX","closed",10,0,0.15,0.2,-150,-50,-0.010309,-0.333333,4850,"7.4189","0.015297","0.33333333","0","2026-07-01 11:18:00","2026-07-01 11:15:08","2026-07-01 16:00:00","2026-07-01 11:15:08","2026-07-01 11:18:02","put side",7509.59,7511.64
"IC-SPX-FastPT25-S2","shortputspread","-7,450 put, +7,445 put","SPX","closed",10,0,0.2,0.15,-200,50,0.010417,0.25,4800,"8.99863","0.018631","0.25","0.25","2026-07-01 11:12:03","2026-07-01 11:12:03","2026-07-01 16:00:00","2026-07-01 11:12:03","2026-07-01 11:15:05","put side",7504.29,7509.34
"IC-SPX-FastPT25-S2","shortputspread","-7,445 put, +7,440 put","SPX","closed",10,0,0.15,0.2,-150,-50,-0.010309,-0.333333,4850,"9.40421","0.01939","0.33333333","0","2026-07-01 11:11:00","2026-07-01 11:09:03","2026-07-01 16:00:00","2026-07-01 11:09:03","2026-07-01 11:12:01","put side",7503.27,7504.29
"IC-SPX-FastPT25-S2","shortputspread","-7,450 put, +7,445 put","SPX","closed",10,0,0.15,0.25,-150,-100,-0.020619,-0.666667,4850,"8.16383","0.016833","0","-0.2","2026-07-01 11:06:03","2026-07-01 11:09:00","2026-07-01 16:00:00","2026-07-01 11:06:03","2026-07-01 11:09:02","put side",7506.55,7502.56
"IC-SPX-FastPT25-S2","shortputspread","-7,445 put, +7,440 put","SPX","closed",10,0,0.2,0.2,-200,0,0,0,4800,"9.97392","0.02065","0.4","0.15","2026-07-01 11:05:00","2026-07-01 11:03:03","2026-07-01 16:00:00","2026-07-01 11:03:03","2026-07-01 11:06:02","put side",7501.52,7506.55
"IC-SPX-FastPT25-S2","shortputspread","-7,440 put, +7,435 put","SPX","closed",10,0,0.2,0.15,-200,50,0.010417,0.25,4800,"10.79963","0.022359","0.4","0.15","2026-07-01 11:03:00","2026-07-01 11:01:01","2026-07-01 16:00:00","2026-07-01 11:01:01","2026-07-01 11:03:02","put side",7498,7501.52
"Trendy-Paper-v1","shortputspread","-722 put, +712 put","SPY","closed",1,1,0.8,0.61,-80,19,0.020652,0.2375,920,"-14.95819","-0.016277","0.525","-0.025","2026-06-30 15:57:00","2026-06-30 09:48:00","2026-07-10 16:00:00","2026-06-30 09:45:15","2026-07-01 09:45:06",,742.3,743.16
"3DTE $140-$350","ironcondor","+7,165 put, -7,175 put, -7,620 call, +7,630 call","SPX","closed",1,2,0.5,0.15,-50,35,0.036842,0.7,950,"22.172688","0.02334","0.84","-1.1","2026-07-01 09:31:00","2026-06-29 10:17:00","2026-07-02 16:00:00","2026-06-29 10:00:03","2026-07-01 09:45:02","220,60percent",7398.48,7457.91
"Nigiri-Paper-v1","shortputspread","-715 put, +710 put","SPY","closed",10,1,0.11,0.07,-110,40,0.00818,0.363636,4890,"0.22212","0.000455","0.63636364","-0.18181818","2026-06-30 14:05:00","2026-06-30 09:48:00","2026-07-06 16:00:00","2026-06-30 09:45:25","2026-07-01 09:45:02","",742.14,743.06
"Tasty Condor","ironcondor","+665 put, -680 put, -755 call, +770 call","SPY","expired",1,56,4.2,0,-420,420,0.388889,1,1080,"-49.319483","-0.045751","1","-1.02857143","2026-06-30 09:31:00","2026-06-02 11:23:00","2026-06-30 16:00:00","2026-05-05 10:00:13","2026-06-30 16:15:00","",722.54,746.77
"IC-SPX-FastPT25-S2","shortcallspread","-7,520 call, +7,525 call","SPX","expired",10,0,0.1,0,-100,100,0.020408,1,4900,"2.89258","0.005903","1","-5","2026-06-30 15:59:00","2026-06-30 13:04:00","2026-06-30 16:00:00","2026-06-30 11:01:01","2026-06-30 16:15:00","call side",7463.87,7499.36
"60min-ORB-10W-Paper-v1","shortputspread","-7,435 put, +7,425 put","SPX","expired",1,0,0.8,0,-80,80,0.086957,1,920,"30.67114","0.03323","1","-1.3125","2026-06-30 14:11:00","2026-06-30 10:58:00","2026-06-30 16:00:00","2026-06-30 10:45:02","2026-06-30 16:15:00","test a",7476.12,7499.36
"IC-SPX-FastPT25-S2","shortputspread","-7,410 put, +7,405 put","SPX","expired",10,0,0.35,0,-350,350,0.075269,1,4650,"23.47546","0.050161","1","0","2026-06-30 12:19:00","2026-06-30 11:01:01","2026-06-30 16:00:00","2026-06-30 11:01:00","2026-06-30 16:15:00","put side",7463.76,7499.36
"DIR-SPX-CallVIXdrop","longcallspread","+7,460 call, -7,475 call","SPX","expired",1,0,7.4,15,740,760,1.027027,1.027027,740,"-128.21011","-0.173257","1.02702703","-0.02027027","2026-06-30 15:19:00","2026-06-30 11:00:03","2026-06-30 16:00:00","2026-06-30 11:00:03","2026-06-30 16:15:00",,7461.21,7499.36
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,470 put, +7,465 put","SPX","closed",10,0,0.3,0.3,-300,0,0,0,4700,"7.69922","0.016277","0.16666667","0","2026-06-30 14:15:00","2026-06-30 14:14:02","2026-06-30 16:00:00","2026-06-30 14:14:02","2026-06-30 14:17:02","put side",7495.68,7496.29
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,520 call, +7,525 call","SPX","closed",10,0,0.25,0.3,-250,-50,-0.010526,-0.2,4750,"2.69074","0.005665","0.2","0","2026-06-30 14:13:00","2026-06-30 14:10:03","2026-06-30 16:00:00","2026-06-30 14:10:03","2026-06-30 14:14:02","call side",7494.8,7495.92
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,465 put, +7,460 put","SPX","closed",10,0,0.25,0.15,-250,100,0.021053,0.4,4750,"13.5706","0.02857","0.4","0","2026-06-30 14:14:00","2026-06-30 14:10:02","2026-06-30 16:00:00","2026-06-30 14:10:02","2026-06-30 14:14:00","put side",7494.94,7495.85
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,465 put, +7,460 put","SPX","closed",10,0,0.3,0.2,-300,100,0.021277,0.333333,4700,"11.49502","0.024457","0.33333333","-0.1","2026-06-30 14:13:00","2026-06-30 14:07:02","2026-06-30 16:00:00","2026-06-30 14:07:02","2026-06-30 14:13:00","put side",7491.89,7494.58
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,520 call, +7,525 call","SPX","closed",10,0,0.2,0.3,-200,-100,-0.020833,-0.5,4800,"3.84828","0.008017","0","-0.5","2026-06-30 14:07:03","2026-06-30 14:08:00","2026-06-30 16:00:00","2026-06-30 14:07:03","2026-06-30 14:10:01","call side",7491.98,7494.94
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,460 put, +7,455 put","SPX","closed",10,0,0.15,0.25,-150,-100,-0.020619,-0.666667,4850,"8.69028","0.017918","0","-0.53333333","2026-06-30 14:03:02","2026-06-30 14:06:00","2026-06-30 16:00:00","2026-06-30 14:03:02","2026-06-30 14:07:01","put side",7494.95,7491.89
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,515 call, +7,520 call","SPX","closed",11,0,0.5,0.35,-550,165,0.033333,0.3,4950,"4.82598","0.010724","0.3","0","2026-06-30 14:07:00","2026-06-30 14:03:03","2026-06-30 16:00:00","2026-06-30 14:03:03","2026-06-30 14:07:00","call side",7495.01,7491.88
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,520 call, +7,525 call","SPX","closed",10,0,0.25,0.35,-250,-100,-0.021053,-0.4,4750,"-5.71479","-0.011956","0.2","-0.2","2026-06-30 13:33:00","2026-06-30 13:34:00","2026-06-30 16:00:00","2026-06-30 13:32:03","2026-06-30 14:03:02","call side",7492.39,7494.95
"IC-SPX-FastPT25-S2-130PM","shortputspread","-7,460 put, +7,455 put","SPX","closed",10,0,0.25,0.15,-250,100,0.021053,0.4,4750,"9.41121","0.019813","0.4","-0.4","2026-06-30 14:03:00","2026-06-30 13:40:00","2026-06-30 16:00:00","2026-06-30 13:31:00","2026-06-30 14:03:00","put side",7492.67,7495.23
"IC-SPX-Fortress-Defang","shortputspread","-7,440 put, +7,435 put","SPX","closed",10,0,0.1,0.15,-100,-50,-0.010204,-0.5,4900,"9.44901","0.019284","0","0","2026-06-30 13:36:00","2026-06-30 13:36:00","2026-06-30 16:00:00","2026-06-30 13:36:00","2026-06-30 13:38:01","put side",7494.24,7491.76
"IC-SPX-Fortress-Unstopped","shortputspread","-7,440 put, +7,435 put","SPX","closed",10,0,0.1,0.15,-100,-50,-0.010204,-0.5,4900,"9.44901","0.019284","0","0","2026-06-30 13:36:00","2026-06-30 13:36:00","2026-06-30 16:00:00","2026-06-30 13:36:00","2026-06-30 13:38:01","put side",7494.24,7491.76
"IC-SPX-Fortress-Defang","shortputspread","-7,435 put, +7,430 put","SPX","closed",10,0,0.1,0.1,-100,0,0,0,4900,"7.64748","0.015544","0.5","0.2","2026-06-30 13:32:00","2026-06-30 13:31:01","2026-06-30 16:00:00","2026-06-30 13:31:00","2026-06-30 13:33:02","put side",7492.67,7491.59
"IC-SPX-Fortress-Unstopped","shortputspread","-7,435 put, +7,430 put","SPX","closed",10,0,0.1,0.1,-100,0,0,0,4900,"7.64748","0.015544","0.5","0.2","2026-06-30 13:32:00","2026-06-30 13:31:01","2026-06-30 16:00:00","2026-06-30 13:31:00","2026-06-30 13:33:02","put side",7492.67,7491.76
"IC-SPX-FastPT25-S2-130PM","shortcallspread","-7,520 call, +7,525 call","SPX","closed",10,0,0.3,0.2,-300,100,0.021277,0.333333,4700,"-0.04703","-0.0001","0.33333333","0.1","2026-06-30 13:32:00","2026-06-30 13:31:01","2026-06-30 16:00:00","2026-06-30 13:31:01","2026-06-30 13:32:00","call side",7493.05,7492.1
"DIR-SPX-Put-Control","longputspread","+7,460 put, -7,445 put","SPX","closed",1,0,5.25,1.25,525,-400,-0.761905,-0.761905,525,"35.04577","0.066754","-0.02857143","-0.76190476","2026-06-30 11:00:03","2026-06-30 11:57:00","2026-06-30 16:00:00","2026-06-30 11:00:03","2026-06-30 11:57:00",,7461.21,7487.47
"Nigiri-Paper-v1","shortputspread","-706 put, +701 put","SPY","closed",10,1,0.11,0.06,-110,50,0.010225,0.454545,4890,"6.84213","0.014021","0.63636364","-1.63636364","2026-06-30 09:36:00","2026-06-29 10:19:00","2026-07-06 16:00:00","2026-06-29 09:45:24","2026-06-30 09:45:14","",739.13,742.12
"IC-SPX-FastPT25-S2","shortputspread","-7,350 put, +7,345 put","SPX","expired",10,0,0.35,0,-350,350,0.075269,1,4650,"29.03418","0.062439","1","-0.28571429","2026-06-29 13:30:00","2026-06-29 11:25:00","2026-06-29 16:00:00","2026-06-29 11:01:00","2026-06-29 16:15:00","put side",7406.42,7440.43
"IC-SPX-FastPT25-S2","shortcallspread","-7,460 call, +7,465 call","SPX","expired",10,0,0.15,0,-150,150,0.030928,1,4850,"4.27569","0.008762","1","-1.66666667","2026-06-29 12:34:00","2026-06-29 13:32:00","2026-06-29 16:00:00","2026-06-29 11:01:02","2026-06-29 16:15:00","call side",7405.78,7440.43
"3DTE $140-$350","ironcondor","+7,105 put, -7,115 put, -7,660 call, +7,670 call","SPX","expired",1,5,0.45,0,-45,45,0.04712,1,955,"9.683241","0.010193","1","-2.04444444","2026-06-29 09:33:00","2026-06-25 14:04:00","2026-06-29 16:00:00","2026-06-24 10:00:07","2026-06-29 16:15:00","270",7386.26,7440.43
"DIR-SPX-Put-Control","longputspread","+7,410 put, -7,395 put","SPX","closed",1,0,5.65,1.3,565,-435,-0.769911,-0.769911,565,"61.31955","0.10853","0.40707965","-0.7699115","2026-06-29 11:24:00","2026-06-29 13:21:00","2026-06-29 16:00:00","2026-06-29 11:00:02","2026-06-29 13:21:00",,7408.02,7431.39
"Nigiri-Paper-v1","shortputspread","-690 put, +685 put","SPY","closed",10,3,0.1,0.04,-100,60,0.012245,0.6,4900,"8.08734","0.016539","0.7","-0.3","2026-06-29 09:33:00","2026-06-26 10:41:00","2026-07-06 16:00:00","2026-06-26 10:30:23","2026-06-29 09:45:12","",733.42,739.12
